,polarity
2998,5
2999,6
3000,6
3001,6
3002,6
3003,1
3004,6
3005,2
3006,1
3007,6
3008,6
3009,2
3010,5
3011,2
3012,6
3013,1
3014,6
3015,1
3016,5
3017,6
3018,6
3019,1
3020,1
3021,1
3022,5
3023,6
3024,2
3025,2
3026,6
3027,2
3028,6
3029,6
3030,6
3031,5
3032,3
3033,6
3034,3
3035,6
3036,1
3037,3
3038,6
3039,2
3040,6
3041,6
3042,6
3043,6
3044,2
3045,2
3046,2
3047,6
3048,3
3049,6
3050,6
3051,6
3052,1
3053,2
3054,1
3055,6
3056,2
3057,2
3058,6
3059,6
3060,2
3061,2
3062,2
3063,5
3064,1
3065,1
3066,1
3067,6
3068,6
3069,6
3070,6
3071,1
3072,1
3073,5
3074,6
3075,6
3076,5
3077,3
3078,2
3079,6
3080,2
3081,6
3082,6
3083,6
3084,6
3085,6
3086,5
3087,2
3088,6
3089,6
3090,6
3091,1
3092,5
3093,2
3094,6
3095,1
3096,1
3097,2
3098,2
3099,6
3100,6
3101,6
3102,5
3103,2
3104,6
3105,6
3106,1
3107,6
3108,6
3109,6
3110,6
3111,2
3112,1
3113,1
3114,6
3115,1
3116,6
3117,3
3118,6
3119,2
3120,6
3121,6
3122,5
3123,6
3124,5
3125,6
3126,2
3127,6
3128,2
3129,6
3130,1
3131,6
3132,6
3133,2
3134,2
3135,3
3136,2
3137,1
3138,6
3139,6
3140,5
3141,5
3142,1
3143,1
3144,1
3145,3
3146,2
3147,1
3148,6
3149,2
3150,6
3151,6
3152,6
3153,6
3154,6
3155,6
3156,5
3157,5
3158,2
3159,1
3160,6
3161,6
3162,1
3163,2
3164,2
3165,2
3166,6
3167,6
3168,1
3169,6
3170,5
3171,6
3172,5
3173,6
3174,2
3175,3
3176,6
3177,6
3178,6
3179,6
3180,6
3181,1
3182,3
3183,1
3184,1
3185,1
3186,3
3187,1
3188,6
3189,6
3190,3
3191,1
3192,6
3193,1
3194,1
3195,1
3196,6
3197,2
3198,3
3199,2
3200,6
3201,6
3202,4
3203,1
3204,1
3205,2
3206,6
3207,6
3208,3
3209,5
3210,6
3211,6
3212,3
3213,6
3214,6
3215,1
3216,6
3217,5
3218,3
3219,1
3220,6
3221,1
3222,2
3223,2
3224,6
3225,6
3226,1
3227,1
3228,6
3229,2
3230,3
3231,6
3232,6
3233,1
3234,6
3235,6
3236,6
3237,2
3238,6
3239,6
3240,6
3241,6
3242,6
3243,1
3244,1
3245,6
3246,1
3247,6
3248,1
3249,6
3250,5
3251,6
3252,6
3253,6
3254,6
3255,6
3256,6
3257,6
3258,2
3259,2
3260,6
3261,6
3262,6
3263,6
3264,3
3265,2
3266,6
3267,1
3268,4
3269,2
3270,6
3271,6
3272,2
3273,2
3274,6
3275,6
3276,6
3277,6
3278,4
3279,5
3280,6
3281,1
3282,6
3283,2
3284,5
3285,3
3286,6
3287,6
3288,6
3289,6
3290,6
3291,6
3292,5
3293,1
3294,6
3295,6
3296,6
3297,6
3298,6
3299,2
3300,6
3301,6
3302,1
3303,6
3304,2
3305,6
3306,6
3307,1
3308,2
3309,1
3310,1
3311,1
3312,6
3313,1
3314,1
3315,6
3316,6
3317,1
3318,6
3319,6
3320,2
3321,3
3322,6
3323,6
3324,6
3325,6
3326,5
3327,1
3328,6
3329,6
3330,6
3331,2
3332,6
3333,6
3334,1
3335,5
3336,6
3337,6
3338,2
3339,2
3340,2
3341,6
3342,1
3343,1
3344,6
3345,2
3346,6
3347,6
3348,6
3349,6
3350,5
3351,2
3352,6
3353,5
3354,6
3355,2
3356,4
3357,3
3358,6
3359,6
3360,5
3361,6
3362,3
3363,6
3364,6
3365,1
3366,1
3367,2
3368,6
3369,1
3370,5
3371,2
3372,6
3373,6
3374,2
3375,5
3376,2
3377,1
3378,6
3379,6
3380,6
3381,2
3382,2
3383,6
3384,6
3385,6
3386,3
3387,5
3388,6
3389,3
3390,2
3391,6
3392,5
3393,5
3394,1
3395,5
3396,6
3397,6
3398,6
3399,6
3400,1
3401,6
3402,2
3403,6
3404,5
3405,6
3406,2
3407,5
3408,1
3409,3
3410,5
3411,6
3412,6
3413,6
3414,1
3415,1
3416,3
3417,5
3418,6
3419,6
3420,2
3421,2
3422,1
3423,5
3424,6
3425,1
3426,6
3427,1
3428,6
3429,5
3430,6
3431,2
3432,6
3433,6
3434,1
3435,2
3436,6
3437,3
3438,1
3439,6
3440,6
3441,6
3442,2
3443,6
3444,6
3445,3
3446,1
3447,6
3448,6
3449,1
3450,1
3451,6
3452,2
3453,1
3454,6
3455,1
3456,6
3457,6
3458,1
3459,2
3460,6
3461,1
3462,1
3463,6
3464,1
3465,5
3466,6
3467,6
3468,1
3469,1
3470,2
3471,3
3472,6
3473,3
3474,3
3475,2
3476,6
3477,6
3478,1
3479,2
3480,6
3481,6
3482,6
3483,5
3484,1
3485,6
3486,6
3487,1
3488,3
3489,2
3490,1
3491,2
3492,6
3493,1
3494,6
3495,2
3496,6
3497,3
3498,6
3499,1
3500,6
3501,6
3502,1
3503,6
3504,1
3505,6
3506,6
3507,6
3508,6
3509,6
3510,6
3511,6
3512,5
3513,6
3514,6
3515,6
3516,5
3517,6
3518,6
3519,1
3520,6
3521,6
3522,6
3523,3
3524,6
3525,5
3526,6
3527,1
3528,6
3529,6
3530,1
3531,2
3532,6
3533,6
3534,6
3535,2
3536,5
3537,6
3538,6
3539,2
3540,5
3541,1
3542,3
3543,6
3544,2
3545,1
3546,6
3547,2
3548,6
3549,1
3550,6
3551,6
3552,2
3553,6
3554,4
3555,6
3556,6
3557,1
3558,3
3559,6
3560,1
3561,6
3562,6
3563,2
3564,3
3565,2
3566,2
3567,5
3568,1
3569,2
3570,6
3571,6
3572,1
3573,6
3574,5
3575,2
3576,2
3577,6
3578,1
3579,3
3580,6
3581,2
3582,2
3583,6
3584,2
3585,6
3586,1
3587,3
3588,1
3589,6
3590,6
3591,2
3592,1
3593,1
3594,6
3595,5
3596,6
3597,2
3598,2
3599,6
3600,6
3601,2
3602,5
3603,6
3604,6
3605,6
3606,1
3607,1
3608,1
3609,6
3610,2
3611,6
3612,6
3613,6
3614,1
3615,2
3616,1
3617,1
3618,6
3619,2
3620,6
3621,3
3622,1
3623,5
3624,6
3625,6
3626,6
3627,1
3628,6
3629,1
3630,6
3631,2
3632,6
3633,1
3634,1
3635,6
3636,6
3637,2
3638,6
3639,2
3640,2
3641,1
3642,5
3643,3
3644,1
3645,5
3646,6
3647,6
3648,2
3649,6
3650,5
3651,6
3652,6
3653,1
3654,6
3655,3
3656,2
3657,6
3658,6
3659,6
3660,6
3661,2
3662,6
3663,1
3664,3
3665,6
3666,2
3667,2
3668,6
3669,1
3670,2
3671,6
3672,1
3673,3
3674,6
3675,6
3676,5
3677,6
3678,6
3679,6
3680,2
3681,3
3682,6
3683,6
3684,6
3685,3
3686,6
3687,5
3688,6
3689,5
3690,6
3691,1
3692,1
3693,1
3694,1
3695,2
3696,6
3697,1
3698,6
3699,1
3700,3
3701,6
3702,6
3703,1
3704,6
3705,6
3706,5
3707,6
3708,2
3709,1
3710,6
3711,6
3712,1
3713,6
3714,1
3715,1
3716,3
3717,2
3718,6
3719,6
3720,2
3721,1
3722,6
3723,6
3724,1
3725,1
3726,6
3727,1
3728,1
3729,3
3730,2
3731,2
3732,6
3733,6
3734,3
3735,6
3736,5
3737,6
3738,6
3739,6
3740,6
3741,1
3742,1
3743,2
3744,2
3745,2
3746,6
3747,3
3748,6
3749,6
3750,6
3751,6
3752,6
3753,6
3754,6
3755,2
3756,1
3757,5
3758,1
3759,2
3760,6
3761,6
3762,1
3763,1
3764,6
3765,5
3766,5
3767,6
3768,6
3769,2
3770,6
3771,1
3772,6
3773,2
3774,1
3775,6
3776,6
3777,6
3778,5
3779,2
3780,6
3781,5
3782,6
3783,1
3784,1
3785,6
3786,2
3787,5
3788,6
3789,6
3790,5
3791,6
3792,6
3793,1
3794,5
3795,6
3796,6
3797,6
3798,2
3799,6
3800,6
3801,2
3802,6
3803,3
3804,6
3805,6
3806,6
3807,1
3808,3
3809,5
3810,6
3811,2
3812,6
3813,5
3814,6
3815,6
3816,6
3817,6
3818,5
3819,6
3820,5
3821,3
3822,6
3823,1
3824,1
3825,1
3826,5
3827,6
3828,1
3829,1
3830,2
3831,6
3832,5
3833,6
3834,6
3835,1
3836,6
3837,2
3838,6
3839,2
3840,2
3841,6
3842,5
3843,2
3844,6
3845,5
3846,6
3847,1
3848,5
3849,5
3850,6
3851,1
3852,2
3853,3
3854,1
3855,2
3856,5
3857,2
3858,2
3859,6
3860,1
3861,6
3862,1
3863,6
3864,2
3865,1
3866,6
3867,6
3868,6
3869,6
3870,6
3871,5
3872,3
3873,6
3874,5
3875,6
3876,6
3877,1
3878,6
3879,5
3880,6
3881,1
3882,5
3883,5
3884,1
3885,1
3886,6
3887,6
3888,5
3889,2
3890,6
3891,6
3892,1
3893,2
3894,2
3895,2
3896,1
3897,2
3898,6
3899,3
3900,6
3901,2
3902,6
3903,6
3904,2
3905,2
3906,2
3907,1
3908,4
3909,6
3910,5
3911,6
3912,6
3913,1
3914,1
3915,6
3916,1
3917,6
3918,5
3919,1
3920,2
3921,6
3922,1
3923,2
3924,1
3925,5
3926,6
3927,1
3928,6
3929,2
3930,2
3931,2
3932,6
3933,5
3934,6
3935,1
3936,6
3937,3
3938,6
3939,6
3940,6
3941,3
3942,6
3943,6
3944,6
3945,6
3946,6
3947,2
3948,6
3949,6
3950,1
3951,3
3952,2
3953,6
3954,6
3955,6
3956,5
3957,2
3958,1
3959,1
3960,6
3961,6
3962,6
3963,6
3964,2
3965,5
3966,6
3967,1
3968,6
3969,5
3970,6
3971,6
3972,1
3973,6
3974,6
3975,6
3976,4
3977,2
3978,6
3979,2
3980,2
3981,6
3982,1
3983,6
3984,6
3985,6
3986,3
3987,1
3988,6
3989,6
3990,1
3991,6
3992,6
3993,6
3994,6
3995,2
3996,6
3997,6
3998,6
3999,1
4000,6
4001,2
4002,1
4003,6
4004,2
4005,2
4006,5
4007,6
4008,1
4009,6
4010,1
4011,6
4012,2
4013,1
4014,6
4015,1
4016,6
4017,2
4018,5
4019,5
4020,2
4021,1
4022,2
4023,6
4024,6
4025,1
4026,6
4027,6
4028,6
4029,6
4030,6
4031,6
4032,6
4033,6
4034,5
4035,6
4036,3
4037,6
4038,1
4039,6
4040,6
4041,5
4042,2
4043,6
4044,2
4045,3
4046,2
4047,2
4048,6
4049,6
4050,6
4051,5
4052,3
4053,2
4054,6
4055,5
4056,2
4057,6
4058,3
4059,5
4060,2
4061,1
4062,1
4063,6
4064,6
4065,5
4066,6
4067,2
4068,2
4069,6
4070,6
4071,1
4072,2
4073,5
4074,1
4075,3
4076,6
4077,6
4078,6
4079,2
4080,4
4081,6
4082,1
4083,6
4084,1
4085,2
4086,1
4087,6
4088,1
4089,6
4090,1
4091,1
4092,6
4093,6
4094,6
4095,6
4096,6
4097,6
4098,6
4099,6
4100,5
4101,1
4102,6
4103,6
4104,5
4105,1
4106,6
4107,6
4108,6
4109,1
4110,1
4111,2
4112,5
4113,6
4114,6
4115,6
4116,6
4117,2
4118,2
4119,1
4120,6
4121,6
4122,6
4123,6
4124,1
4125,6
4126,3
4127,2
4128,5
4129,5
4130,6
4131,6
4132,4
4133,2
4134,1
4135,5
4136,6
4137,1
4138,3
4139,3
4140,6
4141,5
4142,5
4143,6
4144,1
4145,2
4146,2
4147,2
4148,6
4149,5
4150,6
4151,5
4152,6
4153,6
4154,5
4155,6
4156,5
4157,2
4158,6
4159,2
4160,2
4161,6
4162,2
4163,6
4164,6
4165,6
4166,2
4167,2
4168,1
4169,6
4170,1
4171,6
4172,6
4173,6
4174,6
4175,6
4176,1
4177,2
4178,1
4179,6
4180,5
4181,6
4182,2
4183,1
4184,6
4185,6
4186,5
4187,6
4188,6
4189,2
4190,1
4191,6
4192,1
4193,6
4194,6
4195,2
4196,3
4197,6
4198,1
4199,6
4200,2
4201,6
4202,2
4203,6
4204,6
4205,2
4206,5
4207,5
4208,6
4209,2
4210,5
4211,6
4212,5
4213,6
4214,6
4215,2
4216,5
4217,6
4218,5
4219,2
4220,6
4221,6
4222,2
4223,6
4224,6
4225,6
4226,2
4227,2
4228,3
4229,6
4230,6
4231,2
4232,6
4233,5
4234,2
4235,5
4236,2
4237,6
4238,6
4239,5
4240,1
4241,2
4242,6
4243,1
4244,6
4245,5
4246,2
4247,6
4248,1
4249,5
4250,6
4251,5
4252,2
4253,6
4254,6
4255,6
4256,6
4257,5
4258,2
4259,2
4260,1
4261,6
4262,6
4263,6
4264,3
4265,6
4266,6
4267,1
4268,2
4269,1
4270,6
4271,1
4272,2
4273,6
4274,6
4275,5
4276,2
4277,6
4278,3
4279,6
4280,5
4281,5
4282,3
4283,1
4284,2
4285,6
4286,1
4287,6
4288,6
4289,6
4290,2
4291,5
4292,6
4293,6
4294,6
4295,5
4296,6
4297,6
4298,1
4299,3
4300,6
4301,3
4302,3
4303,6
4304,1
4305,5
4306,1
4307,5
4308,1
4309,6
4310,6
4311,6
4312,3
4313,6
4314,6
4315,2
4316,1
4317,6
4318,3
4319,6
4320,6
4321,6
4322,2
4323,6
4324,6
4325,3
4326,6
4327,2
4328,1
4329,5
4330,6
4331,6
4332,6
4333,6
4334,2
4335,2
4336,2
4337,6
4338,2
4339,1
4340,6
4341,1
4342,6
4343,6
4344,2
4345,6
4346,3
4347,6
4348,2
4349,3
4350,1
4351,1
4352,5
4353,1
4354,3
4355,1
4356,6
4357,6
4358,6
4359,6
4360,6
4361,6
4362,6
4363,2
4364,2
4365,6
4366,6
4367,2
4368,6
4369,6
4370,2
4371,3
4372,6
4373,3
4374,6
4375,6
4376,1
4377,6
4378,6
4379,5
4380,1
4381,1
4382,1
4383,3
4384,2
4385,6
4386,6
4387,6
4388,3
4389,1
4390,6
4391,5
4392,6
4393,6
4394,1
4395,6
4396,5
4397,6
4398,6
4399,6
4400,6
4401,2
4402,5
4403,6
4404,6
4405,1
4406,6
4407,1
4408,6
4409,3
4410,6
4411,2
4412,6
4413,1
4414,2
4415,6
4416,6
4417,2
4418,6
4419,2
4420,2
4421,1
4422,3
4423,6
4424,6
4425,6
4426,2
4427,1
4428,1
4429,3
4430,6
4431,6
4432,6
4433,1
4434,6
4435,4
4436,1
4437,6
4438,6
4439,1
4440,6
4441,3
4442,3
4443,6
4444,6
4445,6
4446,6
4447,2
4448,2
4449,1
4450,1
4451,2
4452,1
4453,2
4454,2
4455,1
4456,1
4457,6
4458,6
4459,5
4460,1
4461,2
4462,2
4463,6
4464,1
4465,6
4466,6
4467,5
4468,6
4469,1
4470,6
4471,6
4472,6
4473,2
4474,1
4475,6
4476,6
4477,2
4478,6
4479,1
4480,1
4481,6
4482,2
4483,6
4484,1
4485,6
4486,6
4487,2
4488,1
4489,5
4490,6
4491,6
4492,6
4493,6
4494,6
4495,6
4496,2
4497,3
4498,6
4499,6
4500,6
4501,6
4502,6
4503,6
4504,6
4505,2
4506,6
4507,2
4508,6
4509,6
4510,6
4511,6
4512,5
4513,3
4514,2
4515,6
4516,6
4517,1
4518,2
4519,2
4520,2
4521,6
4522,6
4523,1
4524,1
4525,6
4526,6
4527,2
4528,6
4529,6
4530,5
4531,6
4532,6
4533,6
4534,2
4535,6
4536,6
4537,1
4538,1
4539,6
4540,6
4541,2
4542,1
4543,6
4544,6
4545,5
4546,2
4547,6
4548,6
4549,6
4550,2
4551,2
4552,1
4553,5
4554,1
4555,1
4556,3
4557,6
4558,6
4559,6
4560,6
4561,5
4562,6
4563,6
4564,6
4565,6
4566,1
4567,3
4568,5
4569,1
4570,5
4571,3
4572,6
4573,1
4574,6
4575,6
4576,2
4577,6
4578,3
4579,6
4580,6
4581,1
4582,1
4583,6
4584,2
4585,2
4586,2
4587,6
4588,2
4589,1
4590,2
4591,2
4592,2
4593,6
4594,2
4595,6
4596,5
4597,1
4598,1
4599,6
4600,2
4601,5
4602,2
4603,2
4604,6
4605,1
4606,6
4607,2
4608,1
4609,2
4610,4
4611,5
4612,2
4613,2
4614,5
4615,6
4616,6
4617,5
4618,6
4619,6
4620,6
4621,2
4622,6
4623,3
4624,3
4625,2
4626,6
4627,6
4628,6
4629,2
4630,6
4631,2
4632,6
4633,6
4634,1
4635,2
4636,2
4637,5
4638,6
4639,2
4640,2
4641,2
4642,6
4643,6
4644,1
4645,1
4646,1
4647,1
4648,6
4649,6
4650,6
4651,6
4652,2
4653,6
4654,5
4655,1
4656,1
4657,6
4658,2
4659,3
4660,5
4661,6
4662,6
4663,6
4664,1
4665,6
4666,6
4667,6
4668,6
4669,2
4670,1
4671,1
4672,6
4673,2
4674,1
4675,2
4676,2
4677,6
4678,2
4679,6
4680,6
4681,2
4682,2
4683,2
4684,6
4685,6
4686,6
4687,1
4688,6
4689,6
4690,6
4691,3
4692,5
4693,1
4694,6
4695,1
4696,6
4697,2
4698,5
4699,5
4700,6
4701,1
4702,6
4703,5
4704,6
4705,6
4706,6
4707,1
4708,6
4709,6
4710,6
4711,6
4712,2
4713,6
4714,6
4715,2
4716,1
4717,5
4718,5
4719,3
4720,6
4721,6
4722,6
4723,4
4724,1
4725,2
4726,6
4727,6
4728,2
4729,1
4730,6
4731,6
4732,5
4733,2
4734,6
4735,6
4736,2
4737,6
4738,6
4739,6
4740,6
4741,5
4742,6
4743,6
4744,1
4745,6
4746,6
4747,6
4748,3
4749,2
4750,1
4751,1
4752,1
4753,6
4754,6
4755,2
4756,5
4757,2
4758,2
4759,6
4760,2
4761,1
4762,6
4763,6
4764,6
4765,1
4766,2
4767,6
4768,2
4769,2
4770,5
4771,2
4772,1
4773,1
4774,1
4775,6
4776,6
4777,6
4778,6
4779,6
4780,6
4781,6
4782,3
4783,1
4784,1
4785,6
4786,2
4787,1
4788,6
4789,1
4790,1
4791,1
4792,6
4793,2
4794,1
4795,2
4796,2
4797,1
4798,6
4799,1
4800,6
4801,1
4802,3
4803,6
4804,6
4805,6
4806,1
4807,2
4808,3
4809,6
4810,6
4811,1
4812,6
4813,2
4814,1
4815,6
4816,6
4817,2
4818,6
4819,6
4820,1
4821,2
4822,5
4823,1
4824,6
4825,6
4826,2
4827,6
4828,3
4829,2
4830,2
4831,6
4832,6
4833,6
4834,1
4835,6
4836,6
4837,1
4838,6
4839,6
4840,6
4841,1
4842,2
4843,1
4844,6
4845,5
4846,6
4847,6
4848,4
4849,6
4850,2
4851,6
4852,5
4853,1
4854,6
4855,6
4856,6
4857,6
4858,6
4859,6
4860,1
4861,5
4862,5
4863,6
4864,6
4865,5
4866,2
4867,6
4868,3
4869,3
4870,1
4871,1
4872,1
4873,6
4874,6
4875,1
4876,1
4877,6
4878,2
4879,5
4880,2
4881,5
4882,6
4883,6
4884,1
4885,1
4886,6
4887,6
4888,6
4889,6
4890,6
4891,3
4892,6
4893,2
4894,6
4895,6
4896,5
4897,6
4898,2
4899,5
4900,1
4901,6
4902,1
4903,1
4904,6
4905,2
4906,5
4907,6
4908,6
4909,2
4910,4
4911,6
4912,5
4913,1
4914,6
4915,3
4916,6
4917,6
4918,1
4919,1
4920,6
4921,6
4922,2
4923,2
4924,6
4925,6
4926,6
4927,5
4928,1
4929,2
4930,1
4931,5
4932,6
4933,2
4934,5
4935,2
4936,6
4937,1
4938,6
4939,1
4940,1
4941,5
4942,6
4943,3
4944,6
4945,1
4946,2
4947,2
4948,2
4949,6
4950,6
4951,6
4952,1
4953,6
4954,1
4955,6
4956,1
4957,6
4958,5
4959,6
4960,1
4961,6
4962,6
4963,1
4964,1
4965,6
4966,2
4967,2
4968,6
4969,1
4970,6
4971,2
4972,1
4973,6
4974,1
4975,5
4976,1
4977,1
4978,6
4979,6
4980,2
4981,6
4982,6
4983,2
4984,6
4985,6
4986,6
4987,6
4988,1
4989,2
4990,1
4991,3
4992,2
4993,6
4994,6
4995,3
4996,2
4997,2
4998,1
4999,6
5000,6
5001,6
5002,5
5003,1
5004,6
5005,3
5006,2
5007,1
5008,1
5009,2
5010,2
5011,6
5012,6
5013,3
5014,3
5015,1
5016,2
5017,2
5018,6
5019,6
5020,5
5021,3
5022,6
5023,6
5024,2
5025,2
5026,3
5027,6
5028,2
5029,2
5030,6
5031,2
5032,1
5033,1
5034,6
5035,1
5036,6
5037,1
5038,4
5039,1
5040,1
5041,6
5042,2
5043,6
5044,3
5045,1
5046,2
5047,2
5048,6
5049,1
5050,1
5051,6
5052,6
5053,2
5054,1
5055,1
5056,6
5057,5
5058,6
5059,6
5060,2
5061,1
5062,6
5063,3
5064,6
5065,1
5066,1
5067,6
5068,6
5069,2
5070,6
5071,1
5072,6
5073,6
5074,2
5075,6
5076,6
5077,1
5078,6
5079,2
5080,6
5081,6
5082,2
5083,2
5084,6
5085,6
5086,6
5087,6
5088,1
5089,1
5090,2
5091,1
5092,2
5093,6
5094,6
5095,1
5096,1
5097,6
5098,6
5099,1
5100,6
5101,1
5102,6
5103,6
5104,6
5105,6
5106,6
5107,6
5108,5
5109,5
5110,6
5111,5
5112,2
5113,2
5114,5
5115,2
5116,6
5117,5
5118,6
5119,5
5120,6
5121,6
5122,2
5123,6
5124,6
5125,3
5126,6
5127,6
5128,3
5129,3
5130,6
5131,3
5132,5
5133,5
5134,5
5135,5
5136,1
5137,2
5138,3
5139,1
5140,1
5141,6
5142,6
5143,6
5144,1
5145,6
5146,5
5147,3
5148,6
5149,1
5150,6
5151,2
5152,1
5153,6
5154,1
5155,6
5156,6
5157,1
5158,6
5159,6
5160,5
5161,6
5162,1
5163,6
5164,1
5165,6
5166,6
5167,6
5168,2
5169,6
5170,6
5171,6
5172,5
5173,6
5174,2
5175,2
5176,3
5177,1
5178,1
5179,4
5180,6
5181,5
5182,6
5183,2
5184,6
5185,1
5186,6
5187,1
5188,5
5189,6
5190,6
5191,6
5192,3
5193,3
5194,5
5195,6
5196,2
5197,2
5198,1
5199,2
5200,3
5201,1
5202,6
5203,6
5204,6
5205,1
5206,1
5207,6
5208,5
5209,6
5210,6
5211,2
5212,6
5213,2
5214,1
5215,1
5216,6
5217,2
5218,3
5219,6
5220,6
5221,6
5222,1
5223,6
5224,6
5225,1
5226,6
5227,6
5228,1
5229,6
5230,3
5231,6
5232,2
5233,1
5234,2
5235,1
5236,5
5237,6
5238,6
5239,5
5240,6
5241,2
5242,2
5243,5
5244,6
5245,5
5246,6
5247,5
5248,6
5249,6
5250,2
5251,3
5252,1
5253,5
5254,6
5255,6
5256,3
5257,1
5258,6
5259,2
5260,6
5261,1
5262,6
5263,2
5264,2
5265,1
5266,6
5267,1
5268,6
5269,6
5270,4
5271,3
5272,2
5273,6
5274,6
5275,2
5276,5
5277,5
5278,2
5279,1
5280,6
5281,1
5282,2
5283,6
5284,6
5285,6
5286,6
5287,3
5288,5
5289,6
5290,6
5291,1
5292,5
5293,2
5294,2
5295,6
5296,6
5297,6
5298,6
5299,6
5300,5
5301,6
5302,6
5303,6
5304,3
5305,6
5306,5
5307,3
5308,6
5309,6
5310,1
5311,6
5312,6
5313,2
5314,3
5315,5
5316,1
5317,6
5318,3
5319,6
5320,5
5321,6
5322,5
5323,5
5324,1
5325,5
5326,1
5327,6
5328,6
5329,6
5330,6
5331,6
5332,6
5333,6
5334,1
5335,1
5336,2
5337,2
5338,1
5339,6
5340,6
5341,5
5342,1
5343,6
5344,5
5345,1
5346,6
5347,2
5348,6
5349,3
5350,6
5351,3
5352,3
5353,6
5354,2
5355,6
5356,6
5357,6
5358,5
5359,1
5360,2
5361,2
5362,6
5363,1
5364,6
5365,1
5366,6
5367,1
5368,2
5369,1
5370,1
5371,6
5372,2
5373,6
5374,1
5375,6
5376,4
5377,6
5378,1
5379,6
5380,5
5381,3
5382,6
5383,6
5384,6
5385,6
5386,6
5387,1
5388,3
5389,1
5390,6
5391,3
5392,6
5393,1
5394,6
5395,3
5396,5
5397,5
5398,2
5399,6
5400,6
5401,6
5402,6
5403,3
5404,5
5405,2
5406,3
5407,5
5408,1
5409,6
5410,6
5411,6
5412,6
5413,2
5414,1
5415,6
5416,1
5417,6
5418,6
5419,2
5420,6
5421,6
5422,1
5423,6
5424,1
5425,6
5426,1
5427,6
5428,1
5429,2
5430,6
5431,3
5432,6
5433,2
5434,2
5435,6
5436,2
5437,6
5438,1
5439,6
5440,1
5441,6
5442,3
5443,6
5444,6
5445,6
5446,5
5447,6
5448,6
5449,6
5450,6
5451,5
5452,1
5453,4
5454,6
5455,5
5456,6
5457,6
5458,6
5459,6
5460,1
5461,6
5462,2
5463,2
5464,1
5465,1
5466,2
5467,1
5468,6
5469,6
5470,6
5471,2
5472,2
5473,6
5474,2
5475,5
5476,1
5477,6
5478,6
5479,6
5480,6
5481,2
5482,6
5483,5
5484,6
5485,2
5486,1
5487,3
5488,1
5489,2
5490,6
5491,2
5492,6
5493,2
5494,6
5495,5
5496,1
5497,6
5498,2
5499,6
5500,6
5501,6
5502,6
5503,5
5504,2
5505,3
5506,6
5507,6
5508,1
5509,6
5510,6
5511,1
5512,6
5513,5
5514,6
5515,3
5516,2
5517,2
5518,5
5519,6
5520,1
5521,1
5522,2
5523,1
5524,6
5525,1
5526,6
5527,5
5528,1
5529,1
5530,6
5531,6
5532,3
5533,6
5534,6
5535,1
5536,6
5537,5
5538,6
5539,3
5540,5
5541,6
5542,6
5543,6
5544,6
5545,5
5546,6
5547,6
5548,2
5549,6
5550,1
5551,2
5552,6
5553,6
5554,6
5555,6
5556,1
5557,6
5558,2
5559,6
5560,6
5561,6
5562,6
5563,2
5564,6
5565,6
5566,6
5567,2
5568,6
5569,6
5570,2
5571,6
5572,1
5573,6
5574,2
5575,3
5576,2
5577,5
5578,6
5579,2
5580,6
5581,6
5582,2
5583,2
5584,6
5585,2
5586,2
5587,4
5588,4
5589,6
5590,6
5591,6
5592,6
5593,6
5594,1
5595,1
5596,6
5597,6
5598,5
5599,6
5600,6
5601,6
5602,1
5603,6
5604,5
5605,6
5606,5
5607,6
5608,6
5609,1
5610,6
5611,6
5612,2
5613,6
5614,5
5615,6
5616,6
5617,6
5618,3
5619,3
5620,3
5621,6
5622,2
5623,5
5624,3
5625,6
5626,6
5627,2
5628,6
5629,6
5630,1
5631,6
5632,6
5633,6
5634,6
5635,6
5636,6
5637,2
5638,6
5639,2
5640,2
5641,6
5642,6
5643,2
5644,6
5645,5
5646,6
5647,6
5648,6
5649,6
5650,6
5651,2
5652,6
5653,6
5654,2
5655,5
5656,3
5657,6
5658,2
5659,6
5660,1
5661,6
5662,1
5663,6
5664,5
5665,6
5666,6
5667,2
5668,6
5669,3
5670,1
5671,1
5672,5
5673,6
5674,6
5675,3
5676,6
5677,6
5678,2
5679,2
5680,1
5681,5
5682,2
5683,6
5684,6
5685,6
5686,1
5687,6
5688,6
5689,2
5690,6
5691,2
5692,1
5693,6
5694,1
5695,1
5696,6
5697,6
5698,6
5699,3
5700,6
5701,1
5702,1
5703,6
5704,6
5705,1
5706,6
5707,5
5708,1
5709,1
5710,6
5711,6
5712,1
5713,1
5714,2
5715,6
5716,5
5717,2
5718,3
5719,6
5720,6
5721,6
5722,6
5723,6
5724,6
5725,6
5726,5
5727,4
5728,6
5729,6
5730,6
5731,2
5732,1
5733,3
5734,5
5735,6
5736,6
5737,2
5738,2
5739,2
5740,6
5741,6
5742,2
5743,5
5744,6
5745,1
5746,6
5747,2
5748,3
5749,2
5750,6
5751,6
5752,6
5753,1
5754,2
5755,6
5756,2
5757,1
5758,1
5759,6
5760,6
5761,2
5762,6
5763,1
5764,2
5765,5
5766,3
5767,1
5768,6
5769,1
5770,2
5771,6
5772,6
5773,1
5774,5
5775,2
5776,2
5777,6
5778,6
5779,6
5780,6
5781,6
5782,5
5783,6
5784,1
5785,1
5786,3
5787,6
5788,6
5789,6
5790,1
5791,1
5792,1
5793,5
5794,3
5795,5
5796,2
