,text,label
7348,大保健老师：三口之家第二辆车：旅行车/suv怎么选。预算40万左右。谢谢！ ,6
7349,我选了新a4allroad开着不错 ,6
7350,谢谢！我就怕我们这夏天大雨，通过性怎样 ,6
7351,说实话，v90也好a4ar也好，个人觉得旅行车更实用，就是稍微贵了一点。就是老被不懂的人问：你的a4怎么带个大屁股。 ,6
7352,就这样也行…你看隔壁wy ,6
7353,话筒我就不说了，但是这造型也太不走心了？！！连粉都不打？！！？？ ,5
7354,跪了…但q素颜都比其他两个好看 ,6
7355,鼻梁高，撑得起来。为啥直播这么辣鸡，状况百出 ,5
7356,伊利牛奶植入很严重 ,6
7357,嗯，应该赞助了不少钱 ,6
7358,女主穿的太潮了九几年匡威哪有那么流行 ,6
7359,被刷屏了…我到觉得挺适合的，是高音不适合吗 ,6
7360,n哪儿都不合适，很不舒服，我怀疑她放水 ,6
7361,不过这歌跟她挺符合的如果能发挥好 ,6
7362,同问，楼主解决了吗？ ,6
7363,没有，我现在用ipadmini上的比较多 ,6
7364,我刚解决了，卸载重装搞定醉了 ,6
7365,ios6系统？你确定？ ,6
7366,哈哈，根本就想换note3!!! ,1
7367,lg也很好啊！麻麻代言的我还没买呢 ,2
7368,ha，就说你要换电话嘛 ,6
7369,其实是被图吓到也说不定 ,6
7370,哈哈，我还好，我还是昨天大半夜看的！！ ,1
7371,我刚刚看完了哈好幼稚的正宇好喜欢啊 ,2
7372,是啊～不过海利让人好心疼 ,3
7373,哎那是他自己选择的他完全可以有另一种活法啊 ,6
7374,别急，去维修网点让工程师看看。会还你你一个漂漂亮亮的能用的板砖的 ,6
7375,我现在开始担心我给家里人买的那部 ,4
7376,到时候估计刷一次机就好了，怕就怕它还会出现这样的问题，然后就不停刷机，这样很麻烦 ,3
7377,暗恋的人把我单删了 ,3
7378,这大概不是暗恋啦 ,6
7379,我一直没什么过分的举动啊，在他面前紧张的话都不敢说，平常也只是朋友圈点赞而已 ,3
7380,求票！喜欢恒大！喜欢天河气氛！！ ,2
7381,亲，感谢您的支持哦~ ,2
7382,亲，给张拜，我也是平安得，壹朋友35了，哈哈 ,1
7383,技术不错！还能弄得一粒一粒 ,2
7384,沈公子，晚上好。它本来就一粒粒的 ,6
7385,林姐姐！我是说你居然把一粒一粒都扣出来了！ ,6
7386,有这种皮肤吗，怎么换的亲爱的， ,6
7387,当初v9刚上市，荣耀爸爸出品的 ,6
7388,现在还能换吗 ,6
7389,哇，给我签个名吧 ,2
7390,妳也喜欢看足球？ ,6
7391,不喜欢，我只是过来要签名的 ,6
7392,"生命并不比一株花经得起风雨,珍惜生命,热爱生活。 ",2
7393,珍爱生命，拥有健康！花花早上好！ ,2
7394,"烟雨哥好,晚上好 ",2
7395,十爷我们给你请安因为还没福晋下令我们今日将继续轰炸 ,6
7396,哈哈，来了哈~早安 ,1
7397,早啊今天我们继续轰炸哈哈哈昨天也不见有回复 ,1
7398,那么多，他回得过来才怪，看也看晕了 ,6
7399,我看他是不敢看在考虑怎么解决呢吧 ,6
7400,解决？想得美呀！请神容易送神难~咱老爷不发话咱就刷到底了~ ,6
7401,啥情况啊？你被打啦？就说这名字不好吧 ,6
7402,半年冒上车子左脚已经不会踩离合了 ,6
7403,这我还以为你换个名字被打了呢吓我一跳还能动么 ,6
7404,我喜欢看这样的 ,2
7405,你喜欢虐恋啊？ ,6
7406,不是嘛那种平平淡淡的电视剧不好看 ,6
7407,我家爽姐一级棒该来合唱一首了 ,2
7408,哈哈。我姐说我日韩的歌唱的比中文好，她说也有可能是听不懂的关系哈哈哈哈。 ,1
7409,你的声线本身就很好了，又不是没听过你唱中文歌谦虚啥 ,2
7410,恭喜恭喜！！！ ,2
7411,谢谢谢谢！！！撒辰光出来咩？现在除了明后大后三天我都可以听你指挥～～ ,6
7412,我看看安排哈现在还木有定到时候短信你你放到神马时候？ ,6
7413,美啊，图库认证如何加啊！现在好像要点亮领域才行 ,2
7414,看我刚分享那一条 ,6
7415,图库条件早满足了，就领域不亮 ,6
7416,你这种不负责任的银，小王子和你在一起肯定不靠谱 ,6
7417,小王子可喜欢他大表姐了哼 ,6
7418,因为小孩子都没有辨别是非的能力 ,6
7419,小孩子是最有智慧的你懂什么 ,6
7420,一个饼印咁叫女女同我讲声生日快乐～ ,2
7421,系哦，我前两日仲睇到日历话你生日，哎，呢几日凑阿女都唔记得了，美女姐姐，生日快乐，等我地满月翻去稳姐姐玩 ,2
7422,唔紧要～知你母爱爆彭啦快点满月回来吧，等你～ ,6
7423,你也太开心了 ,1
7424,你不是开心过好几次了嘛 ,1
7425,没你这么一次就如此开心的！ ,1
7426,原来换季穿大衣，都能在兜里发现几十块钱。现在改移动支付了，没这好运气了 ,6
7427,哈哈，电子银行用起来很方便啊。我看再过十年银行的柜台一定会减少。 ,1
7428,现在偶尔去趟银行，都发现柜台大面积缩水。 ,6
7429,男人嘛说太多话就太罗嗦这并不代表对你不上心了 ,6
7430,女人嘛，总喜欢听多点话，喜欢被哄 ,6
7431,你坚定的明白他心意就行了不喜欢多说话这和性格有关跟你无关 ,6
7432,我为周杰伦投票买专辑写文与各大粉丝战斗的时候恐怕你还没出生 ,6
7433,哈哈哈哈而且你的文采你的逻辑可比现在这些小粉丝强太多了！ ,1
7434,我just现在工作很忙事情很多也懒了写不动了被这么突然痛骂一顿真的懵逼 ,3
7435,不是鹿晗粉丝我来采访一下公布恋情真的会脱粉吗话筒给你 ,6
7436,因为很伤心很伤心啊，不想再看关于他的一切了。作为曾经决定脱粉的粉丝回答你 ,3
7437,抱抱你我爱凡凡灿烈和昊然还有很多我是博爱党 ,2
7438,现在请关注中国教育电视一台《天才知道》，顶力支持我中国农业大学大一正阳师弟，加油！ ,2
7439,嘿嘿，谢谢师兄的支持，我会继续努力的哦，这个周六周日继续看我的答题吧。加油。 ,2
7440,那是必须的，绝对支持安东到底。农大的安东最棒。恩，师弟注意休息好。你最近晒黑了点 ,2
7441,必须努力哦师兄，得好好保养了。，继续努力努力努力。嘿嘿，我表白的视频，天才知道给发了，帮忙转一下 ,1
7442,原来你是这里面最不好看的 ,6
7443,你晓得哪个是我噢。你不要说反话嘛我晓得 ,6
7444,我一眼就看到你了撒。自己晓得我说的反话嘛就是了嘛，老是戳穿我，我现在都不戳穿你了。 ,6
7445,哈哈你这么帅我也能一眼就看到你！ ,1
7446,有虫就当是加料就好了你要知道不是人人都有的这是你的福气哈哈哈 ,1
7447,我不要啊我送你好了你那么喜欢福气 ,2
7448,可是我得不到这样的福气有就好了 ,6
7449,我给你啊想吃虫那还不简单 ,6
7450,你关了博客没了网站不回狐狐不爱浪浪！你到底要怎样，有你这么折磨人的嘛？你要我们怎样？ ,5
7451,哥还不粗线我去那个什么通缉令那发泄了一下 ,5
7452,好烦躁！！从看完电影我就烦的不知道在哪发泄 ,5
7453,我觉得所有别人的歌经过周杰伦唱之后都有一种新感觉 ,2
7454,杰伦有自己的味道，喜欢他唱的那首默 ,2
7455,我觉得那英真的得蟹蟹杰伦诶，我发觉那英的歌好适合他唱，今天的那首一笑而过也唱的好好听 ,2
7456,是的，好想我伦单独唱一次 ,2
7457,7号去重庆有地方玩了 ,6
7458,哇！你也要去哦我的路线可以参考下，好吃的很多 ,2
7459,嗯嗯7号和爸妈去重庆玩两天刚好直接去你写的这几个地方不用携程了 ,6
7460,明天零下八度  瑟瑟发抖 ,3
7461,妈妈你有暖气怕啥 ,6
7462,村不通啊回来了抗寒依旧靠抖 ,3
7463,哇去那妈妈你要坚强！别出门！ ,6
7464,感觉翁大春变老了哈哈哈 ,1
7465,麻麻你说我老！ ,6
7466,毕竟你是马上21的老女人 ,6
7467,哈哈要不要我陪你睡咯 ,1
7468,来吧来吧我好怕咧！快点和我说个笑话！ ,6
7469,哈哈我只会说看不见看不见还好我没看 ,1
7470,我们那个手势的看不见看不见有什么用！别看。千万别看！ ,6
7471,我只知道权健是垃圾直销 ,5
7472,我家深受无限极的毒害 ,5
7473,各种直销太多了，全是坑爹的 ,5
7474,我外婆一个月要买一千多的无限极我不喝还要说我败家 ,5
7475,为爸妈和媳妇活 ,6
7476,你呢？为了老公和孩子活？ ,6
7477,我只为自己活 ,6
7478,还记得我吗，快送我 ,6
7479,记得转发~集齐10次我送你一本 ,6
7480,集齐十次的意思是转发再转发10次吗，如果是这样我不要 ,6
7481,你什么时候上火车的呀？今天才到！ ,6
7482,10号凌晨1：50的车，12号上午10点多到的家啊、 ,6
7483,怎么记得你去年坐了三天都没到的？ ,6
7484,那是晚点了呗、长途车晚个三四个小时很正常、 ,6
7485,现在你家温度怎么样？凉快啵？ ,6
7486,凉快、比湖南可爽多了啊，白天也就25度左右，还有风，要多舒服有多舒服啊 ,1
7487,为了得到好的回报去做善事，你觉得你可以精明过上帝吗？他会让你颜面扫地的！ ,6
7488,在这个世界不明了自性  去干什么都是痛苦轮回  难道佛出现于世是为了让众生轮回吗？ ,6
7489,事实，还要强调，不明白你想表达什么意思？ ,6
7490,从去年盼到现在 ,6
7491,不知道下一个会不会又是美国控制的人 ,6
7492,如果是的话，又能看到空前绝后的韩国大应援。全是让他下台的 ,6
7493,出错了就是出错了，还能上升到这种高度，肯定以后做教育部部长的料啊！ ,5
7494,带节奏，这一题的评分标准为   此题条件不成立，得不出正确答案，学生提出质疑加2分，答错不得分原谅我发不了图 ,5
7495,数学题给出语文题的答案，我国教育有望啊 ,5
7496,利特说没联系，韩庚可交不起这种朋友哦 ,5
7497,哦，你又代表了。 ,5
7498,又不是我说的，你自己去搜啊，利特说没联系，那就没联系吧，也不要说什么朋友了很好笑 ,5
7499,哦。你开心就好咯 ,5
7500,我开心干嘛，你欧巴要想怎样就怎样呗，反正背锅的都是韩庚呗，韩庚倒贴，你欧巴重情义，可以了吧 ,5
7501,好羡慕厦大跨年还有活动？（为啥我去交流的时候那么宅 ,2
7502,你居然不知道？ ,6
7503,一定是我住在遥远的白城那边（咦法学院那个区叫啥来着 ,6
7504,刚洗完衣服，大半夜的只有你在发微薄了 ,6
7505,我偶尔这么晚的  老板自己洗衣服我郁闷的心情平复点了 ,3
7506,大半夜，郁闷个屁啊 ,6
7507,哈哈，大热天吃冰最爽了，期待咱下次的唱歌电影杭州活动哈哈，阿姐会说现在还在悲催辅导个新全托的小六生么 ,1
7508,杭州的话，hold不住啊，3and1 ,6
7509,哈哈，不过还真不靠谱阿，每次的计划总会有意外 ,1
7510,我也天天打人机！！！只会用赏金 ,6
7511,哈哈我这两天也一直用她来着，你也撸啊 ,1
7512,实在闲的不行了。我就一天打一两把。目标是打够了人机再去对战 ,6
7513,貂蝉弱势根本不是因为控多吧，绿甲改了貂蝉就彻底废了 ,5
7514,玩的垃圾就怪装备 ,5
7515,好像你很棒棒，连绿甲被动都不知道好意思骂人辣鸡么，你当老子一千五百把白玩了？懒得和你这种人说话 ,5
7516,打了1500盘还不是一样辣鸡好像打得多就很厉害一样 ,5
7517,现在只有兴致读些小说类的作品你能看下去经书真的是学者风范啊 ,2
7518,其实都是故事，读下来也挺好玩 ,2
7519,佛教故事大多有趣有哲理就记得那个人快掉落悬崖还去舔蜜的故事 ,2
7520,和我男朋友简直一样不过现在和好啦 ,6
7521,怎么和好的，我也想 ,6
7522,死皮赖脸的就和好了 ,6
7523,嘿嘿，我8点就锻炼完了 ,1
7524,哈哈，你健了几个小时啊 ,1
7525,今天没人健身…我自己在锻炼，同事在打台球。还遇到我们单位对面武装部的一个人，不过互不认识，嘿嘿，就是打篮球时候见过 ,1
7526,今天健身房是好少人 ,6
7527,我的家乡很安逸吧？再去打打四川麻将、座座休闲吧。 ,2
7528,很不错，不过不会打麻将万老师不要告诉老板我来了哈 ,2
7529,他会来看你的。呵呵 ,1
7530,睡觉的时候会从嘴里出来 ,6
7531,！！真的吗！那它会爬去哪里！好可怕！！！！ ,4
7532,睡觉的时候虫会爬出来透气   你细心观察嘛~ ,6
7533,然后爬出去吗  我的妈  可怕 ,4
7534,好听么，我正打算学呢 ,6
7535,挺好听的，我觉得我唱吧上应该有一首这样的歌 ,2
7536,我觉得你说的对！应该有！你自己学吧。哈哈。 ,1
7537,真是小公主嘛，好棒啊 ,2
7538,还不知道呢我希望是小公主 ,6
7539,你可以去看啦，我打算下个月去看看 ,6
7540,没有熟人啊，生下来给个惊喜也不错的 ,6
7541,什么心态！！让阳光来的更猛烈些吧！ ,6
7542,师兄你更坏呀 ,6
7543,其实说你坏的人，心里更坏 ,6
7544,那你不是在自己说自己是你先说我坏的 ,6
7545,大佬  厉害了 ,2
7546,蟹蟹马云粑粑的厚爱 ,2
7547,求大佬在抽敬业赠与小弟我   小弟感激不尽 ,2
7548,现在灏明第四了我查看了以前灏明最好的成绩是第二 ,2
7549,芋亲~也有过第一的呢~#俞灏明# ,2
7550,那么赞啊我今天对着电脑点了一天晚上大家都睡了是超过前面几个的最佳时机我决定为了灏明火拼了 ,2
7551,#俞灏明#哈哈~太给力了啊~ ,1
7552,感觉真心不想用一加了。配置高也没什么用。同年的r9和一加3对比也并不差。反倒是一加各种小bug。闹心 ,3
7553,一加五倒是没什么说的，r9怕没那本事 ,6
7554,那我觉得一年后的加5和r11也没什么区别。 ,6
7555,我好爱你哦 ,2
7556,我们应该是最开心的女孩 ,1
7557,毕竟难过的都可以跟你讲话 ,6
7558,长智齿了吧？ ,6
7559,都长好了。是不是又要拔掉了丹丹你回来了吗 ,6
7560,没有啊，还在上海窝着～你呢？准备要宝宝了嘛？牙龈肿可能是上火，晚上不能熬夜吃刺激的食物 ,6
7561,怎么感教育你哟 ,6
7562,嘿嘿，您身为爹当然能教育我啦！要是你在上海读书，晓得你肯定就只有寒暑假才回家吧？！ ,1
7563,哈哈，这都被你发现拉！ ,1
7564,我经历了1周后，才好 ,6
7565,我都好几周了 ,6
7566,昨天说完，今天就没有红包了 ,6
7567,亲，能回复下吗？谢谢！ ,6
7568,你好，价格太低了，不转了 ,6
7569,750可以吗？麻烦回复下，打扰了 ,6
7570,不退不换的吆，亲考虑好了吗？我怕麻烦 ,6
7571,真去了离开麻麻身边是一次不错的成长呢啥时候回来 ,6
7572,估计的4月份吧！我好想多妹 ,6
7573,时间得有2个月啊可以视频不过越看越想是不是  她在那是不玩的可高兴了啊 ,2
7574,当然不认同了，所以直接卸载手机qq ,6
7575,目前看到唯一说到动态指向qq空间的稿件。当然还有腾讯划分事业群的定位。 ,6
7576,那些当然很值得关注，但用户体验的突然改变伤害太大了。或者就真的是想把手q用户推到威信上？ ,6
7577,言言的厨艺一直都那么棒！还在长进！太厉害啦 ,2
7578,你这样夸人好高级 ,1
7579,哈哈哈哈  我想说等等我我的厨艺还没有长进 ,1
7580,好美好美我也想去啊 ,2
7581,武汉的花期过了，要赏花请往北走 ,6
7582,过了呀！我女儿说想去一趟，我还说有个朋友刚去看过美美哒呢 ,6
7583,早，樱花花期短，去青岛和北京吧，这两地还没开，月底和下月初，具体查查。 ,6
7584,该做饭了，别玩了 ,6
7585,最近分工发生变化，田老师负责做饭 ,6
7586,田老师又做红烧肉吗？最近北京又新开了好几家 ,6
7587,真的帅妹子开这个有范！ ,2
7588,哈哈哈我每次都得跳下来我也超喜欢皮卡之前看到有人开改装的八轮公羊超酷的！国内太大估计不能上路吧？ ,1
7589,国内大城市都不能进市区没机会体会啦等有机会去美国带带我女司机！ ,6
7590,这是啥居家能力啊小心点啦自己。 ,6
7591,哇，大厨子也会有小失误好伐 ,6
7592,大厨子，我想想问问，受伤了不包扎，先拍照是因为啥 ,5
7593,拥有爱情的人就是不一样 ,2
7594,哈哈拥有爱情爱情在哪呢 ,1
7595,我都知道了，别掩饰了 ,6
7596,不喜欢新疆汉子嘛 ,6
7597,喜不喜欢都和我没有什么关系 ,6
7598,怎么说歧视我们汉族吗 ,6
7599,不是啊，只不过小哥哥都是别人家的 ,6
7600,耶！我反应奏是这么慢，哈哈 ,1
7601,我都把蛋蛋叫来了你才来，确实反应慢半拍啊 ,6
7602,真心没看懂，3.1415926535~ ,6
7603,人家明明是鸭鸭 ,6
7604,哈哈不知道是鸡还是鸭 ,1
7605,人家上面明明写着yy ,6
7606,看来办酒快了哦！我看你小时候还是多白的啊 ,6
7607,斗是啊，可能四月份左右！我现在也不黑啊，跟那些非洲人比的话 ,6
7608,哎，冰冰，我期待喝你的喜酒！！！！ ,2
7609,该到了吧，明天孩子看到你要高兴疯了，早点睡啊 ,6
7610,到家了哦，刚洗完澡晚安哦～ ,6
7611,睡醒了吗？在吃什么好吃的孩子们很开心吧 ,6
7612,愿高雅的你有幸福的每一天，写的真好，只是感伤多了一点。 ,2
7613,谢谢，真情实感，也不是为赋新词强说愁的那种年纪了，是真真愁啊 ,3
7614,真情实感最好。如果一个城市让你很难过，你该换个地方，或换个行业，换一批新的合作对象 ,6
7615,生好~不过想镜头往上一点点能把树给包容进来 ,6
7616,我想把你都包容进来哈哈哈哈哈~ ,1
7617,啊！放假来拍吧！激动！ ,1
7618,#郑爽2017新年快乐#  祝我家岳母生日快乐，希望我家媳妇一家永远开开心心的。事事顺心伤害远离我媳妇 ,2
7619,#郑爽明星团年饭#这个最好 ,2
7620,这是我的心愿 ,2
7621,每天学生的梦里都是美美哒英语老师 ,2
7622,那应该每天都是噩梦 ,6
7623,你这么说那我觉得之前小朋友写的beautifulteacher只是在拍马屁 ,6
7624,人家这叫情商高 ,6
7625,带着睡觉就很舒服 ,2
7626,对滴图片是刚起凌乱的我 ,6
7627,哈哈哈哈p5突然拍照头发凌乱 ,1
7628,2ne1的也不错的 ,2
7629,听过comebackhome，fallinginlove，kiss，lolipop这些都挺喜欢的～ ,2
7630,嗯嗯每首都不错推荐你她们的youandi，fire，missingyou还有clapyourhands ,2
7631,哎呀，来找我嘛 ,6
7632,寒假你跑哪去了，都不见你影子 ,6
7633,我有时候在兼职，在杨湾车上收钱，哈哈 ,1
7634,我不行我爱夏天非常爱了现在 ,2
7635,虽然冻成狗但现在还是喜欢那种冬天的阳光 ,2
7636,今天出太阳了！特开心 ,1
7637,主播晚上好，想点一首willow，希望和自己心爱的人一起在这首歌曲伴奏下共舞一曲。 ,2
7638,抱歉，曲库里没有这首歌 ,6
7639,那换一首iwon'tgiveup.拜托啦，谢谢。 ,2
7640,如果真是都来就太可怕了，还是让他们都走吧！！！ ,5
7641,各种死皮赖脸留下买房落户 ,5
7642,春节期间在大街上一听见说话有口音的就神烦他们…哪来的不回哪去 ,5
7643,注意防晒哦盼阳~ ,6
7644,好呢好呢有没有什么特别推荐的哦～昨天去了朋友推荐的nara感觉很棒，今天准备去清迈，三天后再回来。 ,2
7645,羡慕你～我泰国的记忆都淡化了～你好好玩回来给我做攻略 ,2
7646,多么幸福的喵爪爪呀 ,2
7647,竟然羡慕这只白猫 ,2
7648,咱龙猫一样能扛肩上 ,6
7649,哈哈找钟昌权，请教他 ,1
7650,你过得怎样吖 ,6
7651,还好吖，你怎么学音乐了 ,6
7652,看第五张的时候还以为是要切成小块吃，没想到是加料，好赞~就喜欢这样丰富的面包~ ,2
7653,别提了，切那个格子的感觉就像是杀了那个大面包。软软的，和切吐司或切菜完全不一样。 ,6
7654,哈哈哈，你谋杀了一个面包，壳是不是硬的？ ,1
7655,做的吗吗吗吗吗吗？好好体呀，羡慕呀 ,2
7656,对啊对啊对啊对啊。跟我的指甲很配吧！！哈哈。苏哥做的 ,1
7657,距d针指技术真不一般，不是一般的菇凉 ,2
7658,你换s4了？好用不 ,6
7659,非常好用绝对胜过苹果 ,2
7660,哈哈，我又买苹果了 ,1
7661,"我觉得没改变么,哈哈 ",1
7662,希望我们四个的友谊是一辈子 ,2
7663,二狗子难得冒泡哦 ,6
7664,说明我这种大人物只在重要场合出现懂不懂 ,6
7665,鼓爪鼓爪，我在厦门那几天，窗外看出去就是海，没事看看潮落潮涨蛮不错的 ,2
7666,大海真是太棒了！！好喜欢！！ ,2
7667,是吧，有时候单单看着大海就感觉心情很好。所以不留南京，我去厦门工作 ,2
7668,教学楼就正对着大门，可惜是渣渣！ ,5
7669,进个城看什么都稀奇！我们学校停水停电停网的 ,5
7670,哪个学校？我学校也停过 ,6
7671,新乡医学院三全学院新校，我们可是村里的大学 ,6
7672,我今天早上也是这样但是我是九的系统 ,6
7673,没听说9系统这样啊 ,6
7674,五点多起来上厕所拿手机发现成了板砖后来就好了 ,6
7675,我怡作品说话，无问西东罗曼蒂克必定会捍卫我怡逼格，此等家务事只是小菜 ,6
7676,啊哈我说谁了 ,6
7677,家务事演变成电视剧的也就我怡和黄奕了，你提到国际巨星这不明摆着说谁了吗 ,5
7678,哇塞，fashion  fashion  你最  fashion.买了就赶紧用起来啊，最好给我们出个教程啥的 ,2
7679,我？快拉倒吧，估计得等到猴年马月了。 ,6
7680,那我们也等着，毕竟我们要同富有 ,6
7681,双鱼经幻想才有希望的~加油偲姐~ ,2
7682,"你神速喔。唔系幻想的其实,系有真实的被感动过 ",2
7683,甘米好咯~好过我幻想下都无~ ,6
7684,或者你可以直接跳过幻想咯。会好啲 ,6
7685,不能这样吃的，已经不是热量超标的问题，有生命危险的啦。有人直接从自助餐厅送医院的 ,6
7686,我也感觉不好，吃到撑了估计对身体影响挺大的 ,6
7687,我说说你很轻松，但是自己也经常吃过量。以前一口气吃十个冰激凌也有，现在不了 ,6
7688,说实话我都快10年没吃过这个了 ,6
7689,听油茶这个名字完全想象不到竟然是这样的组合！我觉得好好吃！！！ ,2
7690,对呀很好吃！那个粥煮得烂烂的！特别好吃！你真幸福 ,2
7691,我是人生大事闭眼随缘，一日三餐一定要和朋友讨论明白了 ,6
7692,饭这么纠结？我每天都能想出不重样的 ,6
7693,我以为老哥会和我互粉 ,6
7694,十点你不是正在工作呢？ ,6
7695,我是说以后~我没好好工作，在胡思乱想 ,6
7696,你把今早的工作完成了一半没？ ,6
7697,我最近不忙，都不统计工作量哈哈哈哈哈 ,1
7698,哈哈哈，笑死我了 ,1
7699,你有那么开心吗亲 ,6
7700,老了老了，不能不服啊 ,6
7701,关键那男的明显比我老！给我叫老哥！我日、我可受打击。 ,6
7702,哈哈哈哈，估计那是对你的尊称 ,1
7703,加油️️️，更要照顾好自己！！ ,2
7704,好的，你好好加油复习冲刺，一起努力 ,1
7705,嗯嗯，真的看好你！男神 ,2
7706,又开始要被三大姑八大姨围攻了 ,3
7707,真心不想在家过年了也不想在家工作了 ,3
7708,找到男朋友就不烦了可问题是没有男朋友 ,3
7709,你噶喜欢你几好听啊 ,2
7710,你也来看了吗好紧张啊无练过无彩排过一出声把声就厚咗不过整体效果应该不错 ,6
7711,哈哈、系啊，好彩你有去唱。我觉得你唱的比其他两个好听 ,1
7712,别饿着小仙女就行 ,6
7713,其实她们已经饿了很久了 ,6
7714,正在受虐待的仙女们 ,6
7715,好回来陪陪你们家波哥了哈哈 ,1
7716,她这么high哪用我陪呀 ,6
7717,不会吧》》》》 ,6
7718,1990清雅那瓶贼好闻！可以当香水了 ,2
7719,听说有一款是男香，感觉我会喜欢哈哈哈哈哈 ,1
7720,清雅绿瓶子我一生推！ ,2
7721,我来打！保证打得你痛痛快快！！！人设是败类？妹纸为啥打他？ ,6
7722,人设其实超苏的！他硬要人家陪他唱戏，妹纸一急就打了他左脸，这不追着让人家打右脸 ,6
7723,哈哈哈我还以为他非礼人家姑娘 ,1
7724,没有！！后来对这妹子超好的！！！ ,2
7725,第一感觉好厉害呀，然后发现为什么按键后上面的数字不变呢 ,6
7726,弹奏模式不变啊我家以前也有个这样的计算器 ,6
7727,没遇到过这样的计算器 ,6
7728,杂起的啊，生病了 ,6
7729,感冒了哈，在外面小药店开药一直不好，还好不是禽流感哈哈哈哈哈 ,1
7730,吓我呃！情流感！保重好自己啊！医院开销确实大，没事可以锻炼下增强抵抗力 ,4
7731,就是就是，最近都在锻炼了 ,6
7732,由一开始支持江到现在觉得她有点恶心。直觉。 ,5
7733,不支持就不支持，扮“粉转路”有点恶心。直觉。 ,5
7734,对对对你说得都对 ,5
7735,哈哈哈哈哈小龙虾鸡肉卷也好吃！！！！ ,1
7736,啊你不是说一般 ,6
7737,没有啊！我上次不是说还好吗 ,6
7738,哈哈，你全家，未来的。 ,1
7739,擦…我不希望这样…不要小的…你有娃借我玩几天就行… ,6
7740,"你还想过二人世界,你老公他家人都不同意! ",6
7741,不结婚…明白… ,6
7742,本来很困，看到图片瞬间提神！ ,6
7743,是吗〜不是嘲笑吧〜 ,6
7744,嘲笑什么，想太多不利于睡眠 ,6
7745,大家都是看寻找前世之旅才喜欢付辛博的么？ ,6
7746,喜欢他第十年了，其实他本人是超白超级瘦的，就是上镜脸显肉嘟嘟了 ,2
7747,明星都是这样。很瘦的。要不然不上镜。你见过他？我也好想看一下。！ ,6
7748,恩，见过，本人超级帅 ,2
7749,…我怎么突然就不想烫头发了… ,6
7750,边去！有那么难看嘛！ ,6
7751,只是一时看不惯还… ,6
7752,忽然看到了它们果然我长发不好看！ ,6
7753,跟头发没关系，你那天脸大眼睛肿 ,6
7754,给我找的丑的借口？ ,6
7755,并没有，不过现在的短发的确好看 ,6
7756,和你一起过啊 ,6
7757,不应该是胡一天么 ,6
7758,蓦然回首，原来最爱的那个人依然还是你 ,2
7759,又一位勇士，我已经立下flag今晚不次饭了 ,6
7760,不要让我在群里看见你分享饿了么红包看见一次打一次！ ,6
7761,我从来都没有发过哦，我压根就没下app哈哈 ,1
7762,好的那你看见我发一次就打我一次！ ,6
7763,我也好想念欺压你的日子我室友刚在我旁边说你：这个女孩子好可怕 ,6
7764,啥？？？exm？？？肯定是我看错了？？ ,6
7765,她还说你是不是暗恋我然后我说你有那啥了 ,6
7766,哈哈哈哈哈没错我就是暗恋你 ,1
7767,不要停芒果树下，芒果太猛了！！去夏，一芒果把车砸个坑，运气比你好点，没掉玻璃上 ,6
7768,车朋友的，玻璃倒没事、保险赔，关键那膜，三千八 ,6
7769,在白沙过锦绣江南那个路口天桥下，有家是给4s店贴的 ,6
7770,哎问一下，中国男子游泳加上这次一共多少金牌了？14个吗？大白12个对吗 ,6
7771,是的，杨金牌数平了罗切特 ,6
7772,还平了索普三连冠是不是，还有什么没有平的 ,6
7773,平了飞鱼和佩尔索尔的双项目三连冠。 ,6
7774,对就是那种给他帮了忙还各种不满意的人 ,5
7775,对对对！简直了！而且挑三拣四的真的是求我帮忙时候可不是这样的啊 ,5
7776,求人的时候各种客气 ,5
7777,收拾好了嘛?今天在宿舍睡嘛? ,6
7778,不然呢楼下欺负我 ,6
7779,哎呀早安~肿么欺负你了~ ,6
7780,中国的教育改革，越改越传统。 ,6
7781,素质教育我落实得很好哦！ ,2
7782,看来姐得向你多学习啊 ,2
7783,，还真是巧了，碰到一块了。 ,6
7784,你才玩几天，又有鸟又有鸟皮肤 ,6
7785,我玩了好多天了才有的。才一个ssr。 ,6
7786,你明明才问的我哪个？ ,6
7787,青行灯，感觉不厉害。 ,6
7788,不给我茨木不给我妖刀我都不会去练现在 ,6
7789,哟，现在是清俊唉~ ,6
7790,崽不是一脸痘印见鬼 ,6
7791,校园生活看的真是羡慕，哎，上班狗伤不起 ,3
7792,我的理想就是不上班只拿钱 ,6
7793,说的好像我不是样的 ,6
7794,我觉得单吃不好吃和别的东西一起就好吃啊哈哈哈 ,1
7795,哈哈和什么一起好吃 ,1
7796,我觉得寿司里的好吃哈哈哈和吐司一起应该也好吃啊 ,1
7797,敢问小姐姐香港现在什么温感啊？怎么穿衣服？准备去呢？ ,6
7798,长袖长裤里面短袖就行，20度左右很舒服 ,2
7799,好的。谢谢。本来还想带冲锋衣去的 ,2
7800,快乐快乐，我过生日的呢，高兴些下。 ,1
7801,我给你说，你听好:不高兴，直接不高兴，哼 ,5
7802,不高兴就多喝几杯子 ,6
7803,那这些人真是太利己！ ,5
7804,同事而已，又不是我妈 ,6
7805,是你妈，可能你就不气了 ,6
7806,这是又一个秀恩爱的么 ,6
