label,text
6,你出门一直带着相机和脚架？ 
6,图库条件早满足了，就领域不亮 
6,开玩笑的，这几天我不在，你们都进我同学建的那个群自觉讨论问题 
5,说归说，我没骂你家人，你这样我也会骂人的。 
6,台词重现我养你啊 
6,这个还真没～ 
1,啊哈哈哈  正在灌输  喋喋妥妥哒 
6,这离别来的太突然 
1,哈哈  我暑假去了的呢 
2,肿么样都好看！！ 
4,剑悬在头顶的时候最可怕 
6,昨天说的更新碎片商店，到现在都没动静 
6,哎呀呀！这么晚上线，起来给宝宝喂奶了吧！ 
1,哈哈哈，可是在家冻得要死，今天下雪冷到不想画画 
2,你今天的衣服真好看 
6,我是冰牛奶喝的人不会动了 
6,咁我地都要碰头先有得走噶，靓女！ 
4,你们那怎么样我看美国说下雨死了好多人真吓人啊！！你走哪雨下道哪呢上半年北京下半年美国了！！ 
1,现在觉得其实拍立得成本好低噢！哈哈哈 
6,一直干粮和湿粮一起给英国斗牛，想问张医生不配合干粮英国斗牛一天需要吃多少？几顿？ 
6,希留出刀那一刹那吸引了我 
2,不要去想结果，也不要用什么关系来束缚住两个人，在一起开心享受就好 
6,跑去泳池混吃混喝？ 
5,你在乎他们的说法干嘛，谁爱说让说去啊。你开心就好，很那种人不说。 
6,硪地都会努力提升自己，吾好次次俾倪地轻轻松松搞掂 
6,开平还是需要努力努力才会有乖宝宝好吃会想起爸妈 
6,玩一下就没睡觉 
3,这评论看的怪怪的，好像没人说楚乔什么不好，却人喷说楚乔不好的人 
6,我还没见过！ 
3,没去医院，他们说医院都爆满，走廊都是人，我姑娘不发烧，就是咳嗽流鼻涕，我在家给吃药呢，我怕去医院病菌感染 
6,你观察的好仔细！！！我都没有注意眉毛呢 
2,今年应该还有机会，考试要好好考呀 
6,你快开映客拯救一下地区颜值水平吧，看不下去了，真的 
2,菲好可爱哦（不过也太官方了叭你！！！ 
1,哈哈哈哈哈哈伐哥不得挂的只是分高分低的问题 
3,看见我的人都说是胖了！ 
6,海涛好像瘦了点 
6,明天还要上连续四天！星期一电话！ 
6,剧情稍有些瑕疵，但是整体不影响。结尾有趣，不过小孩的墙画有点多馀。 
6,紫色的万圣节可以用了 
1,啦啦啦如果你醒来下雪了那就是我送给你的礼物 
4,没有没有，你看皱巴巴的我都不好意思送了 
3,太惨了吧你，不过我也很惨，我在宿舍没电视机只能明天在网上看。 
1,是吧！钱来不错的！ 
6,休息的时候扣我。我休息出来跟你耍 
5,说明不了什么问题，好比吸烟的男性多，卖淫的女性多。 
2,李淼和大江律师太专业了，李淼居然一口熟练的日文，王志安和她没法比 
6,明天才去呢，今天家里休息的~ 
5,人就是喜欢幸灾乐祸啊！ 
6,不多，在公司电脑里，回头我整理下传给你。你帮我逼问玄公馆啥时候出帽子 
5,那你明天还要见老女人吗 
6,你介绍那个还木有见哟…排不上…木有时间 
2,这是在哪里惬意呢~雨蒙蒙的，别有一番意境，其实比太阳底上游船好点呢 
6,那你过了年再来，我们再去 
5,哈哈这个北逼头子开始想造反了 
6,是便宜…我们学校一学期要300 
6,我一张卡丢了三次，两次还是在外地都能被找回来，是该庆幸庆幸 
2,真的超级好玩，比ktv好玩的多 
6,额，不是有移动宽带么？手机流量也没了？ 
5,老子就那一次  也最后一次  擦  闹的忒厉害  幸亏我跑得快 
6,是啊是啊，我还记得第一次见到你和晨夕的场景 
2,太平街好多好吃的可以去尝尝～五一广场的步行街有一些火锅店很棒比如季季红～～～～ 
2,你好有钱啊，有不喜欢的么，扔一个我捡 
2,你也快了吧～ 
6,自己独立完成吗?是剧本还是小说? 
5,还有各种鸡汤，本喵也是在想，你这么励志，过的好么？感觉不如我快活 
6,，还真是巧了，碰到一块了。 
6,居然开始穿长袖了 
5,还贴个图卖萌  鄙视！ 
2,那你可能觉得我太好了 
5,我男票不看就听声都气的不行 
3,那你今天请没请假啊去上班了吗唉呀天吐三回可真是难受死了小可怜 
6,protools，录音棚的编配，但是一般都不会用它编曲，但是阿信是用的这个编曲的 
3,哎！我以为在大学里面可是找到真正的朋友，可是现在才发现友情也会因为相处时变短而改变…我表示无奈啊 
5,啊啊我的小相公你看看我高三时候简直辣眼睛 
6,安昌的名气远不及西塘乌镇，不过它是江南少有的依然保持着当地原滋原味生活气息的古镇，值得一游。 
6,那个愿望是不是请给我100个愿望 
6,说明这女的没本煜好看你今天去干嘛？ 
1,真的呢〜幸福的晕掉了哈哈 
3,本来就很难入睡，最近更加睡不着了。 
6,你睡过头了，醒来变成五比零了，要是有时光机回去我肯定把全家血本砸进去肯定能赢翻 
2,完美演绎出啥叫喜不自胜啊。 
5,还有一群老爷们骂猪队友，个个在我后面对方三个杀我，每一个人管，等我把他们打到半血再冲出来 
6,我觉得是xf顶到祺达，祺达再顶派力奥。 
1,没事没事。哈哈！你们聊薛什么呐 
5,不是一般的黑！应该申诉 
2,还是你勤快，我的真粉也就那么多。 
6,那你很懒哦 
6,扔外面不行，我这边是广东沿海，降水特别大，怕腐烂 
2,最近好流行这个呢，雪儿做得真漂亮 
1,嘿嘿，我8点就锻炼完了 
5,我们宿舍也是脏乱差-.-也有人抽烟安静是特色 
6,观后感~哪个好看点~ 
2,不不不，我刚直不弯这件事是不用怀疑的，但是人人都有喜欢看美少女的心 
2,你的名字起的真符合实际，点赞 
6,这身装扮合格吗？出现了黑哦 
1,他跟室友说让她到处宣传我俩在一起的事情最好让全世界都知道的时候我心里高兴死了ｗｗｗｗ 
5,他理解没问题。你信归你信，我不信归我不信 
6,帮忙刻一个我和胡歌的名字，谢谢 
1,嘻嘻…加油努力…伟大的妈妈…系边度生啊？ 
6,等会吃夜宵再去吃 
6,最讨厌不给答案的老师了 
6,跟头发没关系，你那天脸大眼睛肿 
6,能长成古力娜扎ab那样，我管别人怎么黑我，照镜子我都能原谅一切 
2,没嘛，我觉得皮肤变好啦，之前全是逗 
5,你第一就第一呗，还非得造谣我伦销量造假，mdzz 
2,哎第一张很好看的截了干嘛！ 
2,还记得去年7号我看的上海场，最后一首也是憨人，“哇，不想回家，不想回家”，阿信是会带来好运的人 
6,等开业了你姐请你喝当然你姐也是偶尔喝一喝了毕竟还是一个要减肥的人 
6,来啊，找我啊，免费给你洗 
6,这是怎样的心情呢！ 
1,手帐入坑哈哈哈哈钱包憋了 
2,好豪爽，出够全年的，送你合订集。 
5,沈阳人更烂！沈阳人素质更差！沈阳那边比黑龙江更黑暗腐败，人更坏。 
6,二十几层，不是特别高。天儿老好了 
1,哈哈下次有机会继续说不定别个都认得你了 
6,马应龙？我恍惚记得不是用来抹这个眼的呀 
1,哈哈哈哈哈变得超级厚又蓬松 
1,阿妈，让我猜一下，你现在的嘴角是不是微微上，心中窃喜的？ 
6,我只吃过豆沙！ 
6,你这种不负责任的银，小王子和你在一起肯定不靠谱 
5,对于这种结婚多年的老女人，我实在是不忍直视≥﹏≤ 
5,在装圣母表达＂同情心＂前，先可怜可怜自己吧，以免贻笑大方。 
6,就是你刚开始去扫的二维码 
2,给你点个大大的赞 
5,看到黑粉就气愤，更为姗姗感到心痛 
6,严格执法的话是不可以但是实际很多人就这么干了 
6,我之前也有自学一点点，但是最后也没坚持下来 
2,看了择天记真心觉得娜扎颜值好高阿   还不错的女孩儿  就是不知道为什么那么招黑 
6,这个没女码我就打算买子弹了 
5,大众从未渴求过真理，他们对不合口味的证据视而不见。假如谬误对他们有诱惑力，他们更愿意崇拜谬误。​​​ 
6,意思说你现在一脚踏两船咯！ 
2,亮哥才是真正有勇气的人！！！！ 
1,哈哈哈，你发得又不多，很好赞 
6,这是走不出的怪圈，当局者迷啊 
2,太！厉害了吧！我初赛都过不去的唉 
6,我也想剪掉！我真的老想着剪一次短发可是每次都被说不适合你说我这次要不要剪个刘海 
1,看吧我就说不信你会少吃哈哈哈哈不过看起来超棒！ 
1,"哈哈,,怎么这么神奇 "
2,一定会是好结果的！ 
6,还是去网吧偷耳机吧 
2,没错，越长大越有这种感觉。不会再有人像爸妈那样能永远给你那么多爱和无限的包容。 
6,好多了马上出院了 
6,和你去就有了么？ 
1,嘻嘻，韩国买哒，我朋友给我推荐的，适合我这种，冬天内里沙漠脸 
6,是啊，过两天吃下你的粥， 
6,现在三线城市很少有4000的房子了吧？我们这里均价都破8000了 
6,其实我们口头一般都说葡币的不会说澳门元因为说起来麻烦 
6,这位同学请到门外去罚站 
6,别人评论的是演技而不是故事情节吧 
6,我都开了半个多月了、提的大众十来万的、没提福克斯 
2,他家就剩章鱼烧和红油抄手好吃了！ 
5,你能文明点吗？ 
2,喜欢上就喜欢上喽在跟我炫耀你有生活精彩丰富？ 
3,不是是加班到那个点，但睡的不好也是有压力就是了压力来源于各种方面 
2,我也听说了期待期待 
6,你怎么了大豚！！情人太兴奋的啊 
6,不过你都系慢慢等到一砖 
2,希望你像这插上翅膀的朝阳一样一飞冲天~ 
5,你忙去吧。我和你这种人没啥特别好说的 
3,是啊！以后都是晚上十点和凌晨两点半的比赛了…姐也相当郁闷呀！ 
1,昨晚打人工帮我解决了谢谢 
6,去诊所看看，别伤口感染了 
6,这句话是你好旧时光里林杨说给周周的吧？ 
6,和玩偶拍照要排队 
3,说好的聚会就这样没拉 
1,滴，巨蟹卡，没想到有生之年还能被人喜欢，感动哭 
6,姐看他如此有诚意我也就忍了，勉强有些棕啊黑啊的，我也就当做看不见了 
2,希望五月份yy可以越来越自信 
6,为啥这么说呀？ 
6,po主业良！好想问问航锅那个抱枕可舒服？ 
6,准是被你带坏了 
6,那鸡尾酒好了，试试长岛冰茶 
6,你到了米国？ 
6,欢迎来安医新校区上课 
6,可能怕出现路上遇见高富帅但是你没有眉毛的窘境吧，阿姨很替你着想了 
6,哇我就一直没想到它到底咋发现二宝动他东西了我以为是吃零食那儿呢 
6,对，最近改到八点了 
2,我那天拍摄的时候就是，她们就在那边吃西瓜，好想吃，而且这个妹子吃东西特别香拍完我就赶紧补了一块西瓜 
2,那可不，我美玲姐拍的，人技术杠杠的 
6,我想不用说的都能看到汉子的一面女汉子 
6,你理解错了，我是说，可能7.26，你的预言正确，然后你红了， 
6,我就是觉得桃树啥的都长出绿叶了很春天（今天真的非常冷了！！！ 
6,偶买噶！后面的图片是拉仇恨吗？ 
6,本学期第一次去好吧~ 
6,还能看么推荐一个  不看韩日 
6,少董已经准备好shutdown你了！你准备一下 
6,有跟林子闳的合照吗？如果有麻烦你不要放出来，谢谢 
6,吃东西的时候，听你的声音已经开始模糊了！ 
2,小仙女你升级好快啊 
1,哈哈哈哈哈有现货就好，不用等，买下就能穿了 
6,一期中门斜对面就是学府花园 
6,补考纯卷面没有同情分 
2,拍出来的效果也很漂亮 
1,辣的过瘾呀！哈哈 
1,是的小仙女！好激动 
6,不着急慢慢的啊 
6,那淋点雨又木事，有一大堆东西赚到了哇 
6,你到家了吧？ 
3,就是去年只长了一片叶子的百合，今年叶子多了几片，不过开花无望 
6,分享几个你成功的案例，等我全职学起来！ 
6,都是20几岁的人了。应该享受的是吃喝玩乐。不是受爱情的苦。所以为什么要谈恋爱？ 
1,哈哈来考察的今天下午到 
6,是不是做你朋友拍照是门槛！ 
2,我们是高贵冷艳的火华社员么么嗒 
2,第一张照片，真的好美好有感觉忍不住看好几遍 
1,绝对的，你们快考试啦，压力别太大，呵呵。还是要休息好吃好~ 
6,下次继续！我发现我的项链又落在你家了 
4,人家还担心倒数第一呢问如果我考了倒数第一怎么办 
2,我最喜欢粘人的猫咪了！ 
2,所以，你敲喜欢梅西咯？ 
2,在陈宇新朋友圈看到你求婚的照片，恭喜你喔～祝你们幸福啊～ 
2,这家老板娘我认识，她们弄得超卫生，厨房间我都去过好几次了，要相信我，我很珍惜生命 
6,因为真正理解自己的人很少 
6,好吧，和我没关系吧 
4,可怕，摔着玩吗 
6,是不是在万达好吃么上次见了没吃 
6,就是说还是有很多女生喜欢跑步的呗 
3,我是想剖来着〜他们说我现在剖前面的苦白吃了，不给我剖 
1,还能睡不着，年轻真好。哈哈哈 
2,都一样的其实就是一个是韩国一个中国而已都挺喜欢的 
5,她不算好人，亲姐姐呀！ 
5,现在没学上更痛苦 
2,我觉得这版更可爱。 
1,哈哈那得时不时去拍个照去 
6,今天还是冷呢嘛 
2,“胖”是暂时的，而丑是终身的，还好，你很漂亮 
6,你做啥子那么危险，随时车祸？？ 
2,其实是看丹哥训练还是那么认真比较安慰，他这个年龄了续航能力肯定没年轻人好，只要自己尽力不留遗憾就好。 
3,就怕有骗子啊黄牛烦死了  因为他们买不到沈阳我抢了两年没有 
3,只想说走的好累 
6,对呀三日月的巴巴托斯高达，hg第一和第四形态。 
5,我记得半年之前你舍友吴大妈对圆通就已经破口大骂了 
1,谐星，我室友也觉得我好适合谐星路线 
1,哈哈哈，小人儿们全都有自己的小心思啦 
6,我可以帮你买啊！你喜欢什么类型什么颜色的呀 
6,洗脸的？你很明智，还好没用，现在可以拿出来用啦 
2,太开心了，幸福到哭出来 
6,在中国会有机会的！ 
1,哈哈，今天就去剪个这发型 
4,在天目湖这边住的地方，这是我第一次除了动物园里看到真蛇超吓人 
1,是你自己交友不慎吧哈哈。钱别想要回来了，珍现在借的不多赶紧远离这种人，只会越借越多。 
6,我比较关心的是二等奖啥奖励啊？ 
6,娘t博主，您这么喜爱自己的人，还会喜欢别人吗？ 
3,嗯~好好找工作啊，我们班的都有着落了，就剩我们这苦逼的考研党了 
6,多年后，你离了，我未娶，你和孩子我都要 
6,其实在图虫是有句子的不过和你目前真实状态不太搭配 
6,对头你真爱还在长高吃晚饭内种有盼头有乐趣的事不能少! 
3,你只关注了她的称呼，不关注我给她打的围脖，还是有点伤心！ 
2,呵呵，这回是正正的和音哦！很好听哈?! 
2,理解你，因为喜欢小芙，所以希望她是完美无缺的，各方面。 
6,哇今天是怎样啊！走桃花运了吗 
1,哈哈，咱俩凑一块儿好了 
3,真的土吗？嘤嘤嘤 
5,是关我屁事，自己脾气暴躁 
1,欢迎我们回来哈哈哈哈。你应该都到家了吧。 
6,这个花木兰皮肤我也被骗了 
2,已经全部自带了，用便携旅行装，小管牙膏，男仕，效果特别好！ 
3,就是追剧追的心情不好 
6,也行吧小三和正房还是闺密刺激了 
6,又是她吗，被互相耽误的两个人，少跟她玩玩，多跟我玩玩 
5,我只知道权健是垃圾直销 
5,不是又是那个xx吧？ 
6,千万不要买6+今天看到实物感觉就像用padmini在打电话！！！ 
2,是的，他们都在成长。喜欢看小男主，慢慢变化的过程。 
2,美美美，用相机拍的吧？ 
2,努力试试吧，如果你真的特别喜欢，但不要为了ta迷失自己，加油。 
6,怕是眼神不好，周末给有克肥超家大战 
6,噢话说难不难啊？ 
6,呀，这么快就有了啊？谁的？ 
3,找不到工作哇。你的盆友太笨啦。  没有单位要的哇 
2,厉害了找到它家人了~中秋节那天我给它种下的，取了个名字叫“月饼” 
3,考的没有伤心，早就预测到结果了，就是学妹的话让我伤心 
5,惩不惩罚对于不信的人又有何意？请不要给别人强加宗教观了，老子只信马克思，愚昧无知的人才信宗教 
6,不喜欢就不喜欢嘛。 
1,哈哈哈哈居然还有游戏！我在大学里就是一条死狗，拒绝一切大型社交活动 
2,真不待见···我还是支持德刚老师的 
6,真的受益良多吗？给点建议，最好是 
6,我觉得加勒比海盗是颠复了我对它的印象啊 
6,你不是回来了么？ 
3,一年又一年，再也回不到从前。 
6,是的啊！浪费一天！ 
6,右边是欢哥吧貌似 
6,嗯，反正一个多月的时间，我能等 
3,看完了我泪奔过几次我还是泪腺发达 
6,咔咔，什么时候到你 
3,以前还能赢赢的，结果最近一直在输从没赢过 
3,以后的每一次见面都变得困难。 
1,为什么中指搞个心哈哈 
6,说的你有好成熟喔？！快男里面白举纲是咱大江油的、为了他才关注快男 
1,我带回就走哈哈好 
6,有啊!我那个鸡仔很有问题都识别不了 
6,果然花言巧语最获女人心 
2,比南方好，南方都没有出状态得时候 
6,愣是把第一课上成了最后一课 
6,你不在没法有福同享 
6,今天退了一件好喜欢的衣服可以少还一点钱 
3,小狗狗惨死，爪子都磨没了，浑身血肉模糊 
6,完美的人？！世上除了你我哪还有。 
3,不行…看到还是想哭…到处都是我们走过的地方啊 
2,thankyou。就发现还好的风景，就会拍下来。武汉下大雨没。 
2,宝宝爱你嘻嘻嘻 
2,我昨天吃了蜂蜜黄油味的很好吃哟芥末更好吃嘛？ 
6,吃牡蛎吃傻了 
3,怎么个痛苦了，伤口疼吗 
1,哪里找的这个资源呢我也想看嘻嘻 
6,她连上仙都不算，顶多只是天宫里一个小神仙，怎么可能杀得了上神和太子，还是自己去跳诛仙台吧 
2,加油坚持一定会好的 
6,风景用e16人像e50 
6,把你对他们的感激之情写出来，写成一首有韵味的诗，差不多就完成了! 
5,最近忙着跑医院打点滴呢，这破天气，热死了 
6,想问问，南方人好奇问你今日吃饺子了？ 
1,嘿嘿选好几件了~？ 
5,这样啊老了老了受不起大声的音乐 
6,是的，电视剧应该不会吧 
5,你的名字之前也害我想了很久啊 
2,什么情况啊？我看了上周的快乐大本营，小朋友们萌死了 
6,头哥你身体不行了啊，重感冒还熬夜，没有头哥不稳啊 
6,每天减肥减的很辛苦！你都不足三位数，胸还这么大！！！ 
2,就冲你的id我就得赞你 
6,纠正2分零7秒的stussy发音错了，不是“斯丢西”而是“斯达西” 
2,小森森是个细密的人 
1,每天坚持画些小东西，自己也开心~之前看你画的小本子也很有爱~现在就等分数线了吗？ 
6,一般新款都要第二年才买的桌… 
1,哈哈哈我心情好多了告诉她感谢她哈哈 
6,说好的在熟悉的人面前也要保持警惕呢 
6,能得罪自家两个门派粉丝的只有联想能做的到 
5,我老公今早就被贴条了。就差六分钟。nnd 
6,哦，厉害了。我们经常遇到的都不知道微信 
6,我们中午做的没时间聊天啊，主要是配合没有 
1,哈哈。没错儿！工欲善其事必先利其器嘛 
3,煎成圆的太难了 
6,我也是啊，不过听起不是原班人马了，现在这些人虽然演的烂，但还是担心会被先入为主 
6,重要的事情说三遍 
2,以后就好啦。晚上弄的就色香味俱佳 
2,容容值得所有的爱，容容喜欢你 
3,老毕连莫吉托都不喝了没劲 
2,那恭喜恭喜啦，可以开心过个好年了 
5,歌是自己选的自己唱的，场子气氛是自己搞得，发挥不好怪谁？这是比赛，没有如果。 
2,高月多好一姑娘～～ 
6,那支付宝里面的借呗，也可以贷款的东西，就要被罚款呢？ 
6,我九号下午去珠海过关去澳门思密达〜 
1,呵呵呵，师姐可以尝试一下最近很流行的精力汤：三分水果+7分蔬菜，一起打 
2,可以的朋友有眼光 
6,破伤风针吖不是撞了嘛 
1,好啊，可以打包带走的吗嘻嘻 
5,又一男生被你糟蹋了 
6,是呀，厉害吧那么大的呼噜声 
1,看来我的待遇还不错 
2,贾斯汀比伯的despacito他唱的版本超好听安利安利已经霸占音乐下载榜冠军位置七周了我男朋友超棒 
6,上面那个截图你是什么浏览器？我知道你的raysource的问题出在哪里了 
5,安徽狗还是又丑又穷啊 
6,看到好多评价都很好但是因为名字一直没有欲望看 
2,漂亮的飞起，相机是不是要曝光很久 
6,怎没见你晒土耳其礼物呀 
2,好像大家都很喜欢他唱快歌 
2,姐姐，跳伞是不是超级好玩~ 
6,哪个牌子？我太需要了 
6,我没怎么玩了，最近去看银魂了，重燃我对动漫的激情 
6,因为你眼光有问题 
6,你能被举起来吗 
3,我还没去成列，我更失落 
6,主要我平时的汤底是提前熬好的骨头汤 
1,嘿嘿那里很是清静幽雅，小院子里有梨树，黄昏时，三两好友，坐在树下品一壶清茶，悠哉 
1,哈哈哈哈哈哈哈我最近也超级喜欢看校园小说男主各种满足我对男孩子的幻想 
6,不爱不爱，逢它就恰 
2,当看客的感觉好好 
6,恩～上海还有到金山的城际火车也这么便宜还能刷卡呢 
6,天庭没法直接干涉人间 
2,16号好看么！ 
6,哎哟。还想着点心呢。把你打晕了你还会感觉饿吗？ 
2,是的！都特美但我真的不是随便照的 
6,你先找找提肛的赶脚，然后收腹时候慢慢提肛，其实我做的时候会忘掉提肛然后想起来抓紧提肛 
6,我也累，昨天失眠了一晚上没睡着，今天眼睛老肿了 
6,还好咯…我原来就这体重啊…又不是100斤，100斤才难 
5,可是你被人看不顺眼的资格都木有你才是做可怜的吧！ 
5,好难吃的，吃的我到现在都没缓过来～～～别问了 
6,南宁没有正宗贵州菜，老贵阳和苗乡阁勉强凑合推荐，因为口味已经南宁本地化了，没有纯正的酸汤菜哪里能叫贵州菜。 
2,我好世勋和灿烈的声音。其他的声音也都好听。 
6,你哪有这么丑 
1,多谢啊，你近排点啊？ 
5,你太坏，放毒就不说了，偏偏在这个时候，让我恨你吗？ 
2,喜欢别人家的漂亮小菇凉 
6,你说这话我会以为你是卖“双眼皮霜”的 
2,拥抱一下，这本书很早之前出的，但我好喜欢，一直藏着 
2,有水泥路的话，建议卡罗拉双擎。保养也不贵，又省油，混动是大趋势 
5,渣浪很渣这事我是知道的，饭过傻帽的几个团，经历过这种，心累，一直不懂唯饭为什么这么排斥团， 
6,不是有句话说，婚姻就是要做好和这个人过一辈子的打算，也要做好随时走人的准备。 
6,你不会游泳哦？你那次不是吃的撑撑的 
6,我以前不迷人吗 
6,有两个孩子的家庭气氛就是好。 
6,闪婚是说你会很快决定结婚，但是不意味着你会低调结婚，你一定会很高调的闪婚！ 
3,感觉下个月就能收到拒信了…  我好悲痛 
6,一看就不会买，因为我这地方生鲜快递都不到的。 
6,合肥的采蝶轩和中山的采蝶轩是一家公司不？ 
6,弱弱的问一下。你是做这个的代理吗。 
2,时间过得真快，转眼你们都要毕业了，未来会更好的 
6,我啥时候深夜痛哭了！我还记得你大前年给我买的生日礼物前年告诉我准备开始写了今年能给我么 
5,喔、好一个肠粉啊 
6,你说右边的刘璇吗？她是广轻的 
5,呵呵，那种人很自私 
5,看来lwjj真是读了不少书，我连表示一下疑问都不行吗? 
6,昨天我通过售后网点返厂大概要多久发回来？ 
6,用你的头就可以了 
6,水肿？浮肿？睡眠不好？ 
2,何生会谢谢你的！呵呵 
6,我会说我小时候进图书馆也习惯看那些吗？ 
2,嗯！小哥哥现在掘地三尺挖我的功夫很棒 
6,杨洋表示:这不是我的粉丝，我粉丝怎么能一天有这么多副面孔说好的回来我的怀抱呢 
6,我觉得果个药膏唔同了，我之前用了n个都唔系甘沙沙的， 
5,是不是！给气的完完的了但是慢慢能好  今天就好不少但是也engeng！ 
6,我选了新a4allroad开着不错 
6,里面显示的macbook都是你啊，我以为是那个骗子呢 
6,早都想去了，老想走走那玻璃，看着老刺激！ 
6,不是你这种革命乐观主义精神支持不了那么长的路呀 
1,我是知名运动博主哈 
2,好喜欢老婆的风格啊！！ 
6,想去海底捞试试看，他们说海底捞有服务员陪着的 
6,十年前我刚来北京，当时的感概是“北京一年中的蓝天挺多的“ 
6,我的泪点是女主和邻居小基倾诉自己和人鱼一样的时候 
6,每个人多多少少都会中，咱两差不多吧 
1,约个屁哈哈有人说叫你们过节啊把你们淋成狗哈哈笑死我 
6,想学就学吧，生活会多很多乐趣滴~ 
5,点噶样都凶残噶啦你 
5,他们说我去隆胸！！！！！！！！ 
6,副连长和我日常：“走正步脚掌落地！”“教官！我控制不住我记几！” 
5,你手持note2谁给你的勇气喷oppo的屏幕的? 
1,真是的！下次去杭州招待我哈哈 
6,我那对天天给全世界介绍对象的爸妈觉得我还太小别谈恋爱了吧 
3,是啊，开始是出于好心，后来反应过来好难过。 
6,我主要学义理，不学象数。 
2,想吃好好吃的样子【哇——】 
6,推荐你这个你就搜中恒就行我买的是圆顶大号比座便都大还挺便宜九十多 
5,这条街能说是古色古香吗，这成语你不觉得用的有点不伦不类。 
1,一般过节不出去，都在家待着！这两天天气好，没大太阳再过段时间就热了，快来玩！ 
6,我是授权退回… 
6,你以前不正常啊 
2,好吃！瑶瑶私房菜！还有丸子没有照下来！ 
6,贝唯不是叫小母狗吗 
2,还用哭吗？坚强点 
1,新手有推荐吗先马一波评论哈哈 
6,让让诗妹妹吧~这叫逆向思维 
3,我额头小初中的时候尝试了一下刘海，但是那个时候没有空气刘海，剪了超丑就有心理阴影了，后来很长一段时间一直没敢剪 
2,是的.相信你可以的！ 
3,我写的是校园的那个，但是我写跑偏了，写成景点了！完了，咱这样能得多少分啊作文 
6,你不是不喝这个的 
6,那个app可以看还是只可以在电视上看啊求解答 
1,，继续努力努力努力。嘿嘿，我表白的视频，天才知道给发了，帮忙转一下 
6,没想到你也是wower，我这几天要去看看到底怎么样 
2,我等红色收到了。想再入一双～很多人说特别软好穿 
6,要不我关注，你发 
3,好幸福！唉，这俩都是让人心疼的孩子 
6,他转发了菅田山田那条推 
6,我就知道是这个。我说呢，每次你发的图片都那么好看，原来你用的都是美图秀秀 
2,爱我到眼里只有我 
5,略略略关你屁事想怎么唱怎么唱唱烂都可以 
3,我今天带闺女去儿研所测黄疸。吃了三天茵栀黄不吃了孩子拉的太痛苦了 
2,来啊嘛舞蹈队需要你这样的民族舞人才 
6,我倒是感觉我们这队里微妙的很。 
2,拍得好有感觉，喜欢 
1,哈哈哈哈哈哈你也在玩 
6,没事胖子都是潜力股 
6,我做的番茄炒蛋也超好吃 
3,嗯嗯～咳嗽最麻烦的就是睡不好觉 
6,没事下次还有这个拿来我们寝室吧跟你一起 
6,我去年冬天刚入的，花型一般，颜色很仙！ 
6,心破掉了鲁迪完全配得上首发啊 
6,还记得她曾经拿笔要戳死我的kou 
6,建农中  邮政  工商  国有五大行！ 
1,哈哈越来越要注意了 
1,突然收到了来自刘帅的点赞受宠若惊 
6,我打算晚点结婚，你们给的红包会多一些 
6,疆内的身份证都可以在炉院街那里的身份证速办点补办，一周拿证…把户口带上就可以！我之前才去办过！ 
5,真不愧是嘴脸红，看我不收了你 
6,这游戏那么不友好的么 
6,怎么了，又闷在家看小说吗？ 
1,哈哈，没事肯定在家里！ 
6,你重置路由就好了 
6,无力回天很可能就数学拖着于是考三本 
1,哈哈哈～都没见过我的男神呢～ 
5,就是水军装胡椒带节奏然后路人跟着起哄了还逼逼胡椒真特么无语啊借刀杀人啊谁要黑奚梦瑶的感觉 
6,还以为你失恋了 
6,第一次表白他说他也喜欢我第二次他亲了我问他是不是他女朋友他说还没想好第三次他就不理我了 
6,是亮晶晶…我微信发你对比一下 
6,我都看完了，才想着去加音乐 
6,教练休息，我调整。争取自己练一个月以后，有点变化，迎接陈教练回归～ 
6,肯定也快了！ 
6,eos自带的勉强可以但不专业 
2,是呀我喜欢看你拍的白色背景百搭！ 
3,哦，我觉得自己都养不起没法撩妹了 
2,应该是这样，他好像很喜欢这样用心的小卡片，哥哥这么好怎么会辜负粉丝的心意呢 
6,享受赤脚少年好时光ing 
6,好羡慕温顺的，我现在两只新的，一只胆小，走动下就盯着你。一只只知道睡。 
5,没看懂就傻？且 
6,你这是给自己找事么？ 
6,字体和字型不是一概念好吗！ 
6,说了那么多，超社会里面有句词“这些做了都是要判刑的”。性质不一样了啊。 
2,衣服有啥，打球漂亮呀，w你是孙晓婷 
2,我着翻清远果对粉红色高跟鞋都系呢个牌子！超级好着~ 
5,并不是以偏概全，工人现在都难找小共一天210工房真的带空调，厕所食堂都合格，你以为甲方是弱智？ 
6,哦哦我还以为你买了个红色 
6,酒不可爱！！！ 
2,啊哈哈，好尴尬哦，我的球，早安。今天也要是元气少女，晚点给你推送点阴阳干货。 
6,我是看吃播看多了超好奇味道，特意买了几包 
6,昨天我过节也没见你什么表示。 
6,不问什么时间搞活动，我就问问你们都是根据心情随意取消活动么 
6,现在还是好朋友的关系咯说好的欠瘦肉一个孩子呢 
6,啥不苦啊，医生多好啊 
2,那你男票很爱你啊 
6,不管怎么样生下来就好了！我觉得也不是非要坚持顺的。放宽心。 
3,一辈子不想吃了！我真是越来越高级，可以吃东西把自己吃烦躁吃郁闷吃心情糟糕。 
6,那你现在感觉呢，用着怎么样 
2,厉害！我前天刚打满埃及的星星，开始打海盗了，你是我的榜样哈！ 
